,Comment,User,Date,Post,results
515,вот нормальная запись конечной формулы если поможет,471025212,1539367071,5722,neautral
516,"корень из ста семнадцати — это сильно, да.",2485575,1539367533,5722,neautral
517,"я подставлял энки , ответ сходился",471025212,1539367598,5722,negative
518,"окей , а теперь я еще и написал прогу в которой сверил ответы формул , они совпали",471025212,1539372578,5722,negative
519,"так, антоны, давайте уж как-нибудь избавимся от корня из 117 :)",1097762,1539376646,5722,neautral
520,"кстати, а до какого n тебе удалось численно проверить? и вообще, показал бы прогу! )",1097762,1539376919,5722,neautral
521,она прост сверяет рекурсивную формулу  с формулой с корнями при очень точном округлении корней,471025212,1539381881,5722,neautral
522,тоесть корни тоже плохо?,471025212,1539381902,5722,negative
523,я хотя бы близко?,471025212,1539381912,5722,neautral
524,да ну у тебя правильный ответ с корнями (я проверил). просто писать его в таком виде — преступление. ты бы ещё двойку записал как корень из четырёх! :),1097762,1539452176,5722,negative
525,"богиня ук рф и волейбольного мяча, это ты?? я в сомнении...",167290782,1538497706,5705,neautral
526,"[id167290782|мария], думаешь она ?)",179102871,1538498994,5705,neautral
527,"[id179102871|юрий], это я по фразе: ""... вырастет такая крутая вожатая""",167290782,1538501872,5705,positive
528,"[id167290782|мария], 🌚👍",179102871,1538501982,5705,neautral
529,настя муравьёва.,427232478,1538571166,5705,neautral
530,"[id427232478|кирилл], мне кажется, что ты мухлюешь :)",18238544,1538581010,5705,neautral
531,"и кстати нет, у меня шубка была черная :)",18238544,1538620981,5705,neautral
532,"второй день заканчивается, но дело не сходит с мертвой точки. сделаем подсказку: девушка в первый день клш на марафоне уделяла особое внимание шишкам😉. даём вам еще сутки подумать.",-49558,1538662129,5705,negative
533,оля бакурова?,14015087,1538671814,5705,neautral
534,кто кроме белок ещё может любить шишки?)),213742349,1538737524,5705,neautral
535,таня догадалась первая и единственная:),-49558,1538761037,5705,neautral
536,"аааа только сейчас увидела, такая милота!",29461909,1539091924,5705,neautral
537,будущий покоритель молодых девичьих альфа-сердец?:),152984095,1537167220,5692,neautral
538,холода! зима близко.,167290782,1537167439,5692,neautral
539,"ой, помню наши баталии этой зимой. 
только он без валенок был, зато в распахнутой легкой курточке🧐",167201526,1537167839,5692,neautral
540,"проще простого, это садовский ))",3313217,1537168551,5692,neautral
541,адик,34657918,1537182364,5692,neautral
542,"до чего узнаваемый взгляд, кто бы мог подумать :)))",17656236,1537184004,5692,neautral
543,ваня адо.,427232478,1537187359,5692,neautral
544,"[id308071|артём], так вот в чем тайна названия французского радио ado fm!",17656236,1537390881,5692,neautral
545,"от лица паблика заявляю, что вопрос был слишком легким, вы все оказались правы:)",52793528,1537390910,5692,negative
546,ой ),1097762,1538527323,5692,neautral
547,"вообще, если судить именно по этим фотографиям, тезис о серьёзности и непосредственности не кажется таким уж бесспорным :)",1097762,1538528302,5692,neautral
548,"а я и не знал, что школьника тёму тоже в первый раз отправили в клш насильственно ;d подкинем ему на радость щепотку ностальгии. 20 лет прошло!",128611860,1536962975,5680,negative
549,"лёха, сам подумай какой умный человек поедет в школу в первый раз по доброй воле, только в наказание!!!",3313217,1536972010,5680,neautral
550,ну я добровольно поехал...,209055527,1536973596,5680,neautral
551,какие мамонты из кустов вышли:),7534732,1537071810,5680,neautral
552,"29 лет назад для 9ки ""попасть"" в клш было круто: ""брали"" не всех. это был вызов. обсудить с побывавшими там уже школьниками я не мог в силу отсутствия таковых знакомств, вступительное мне вручила валентина калужская, заведовавшая ноу при нашем дворце пионеров им. комарова (космонавта). поскольку на краевой конференции этих самых ноу я занял всего лишь 2е место, летнешкольные ""вербовщики"" вниманием меня обошли...",209055527,1537077768,5680,neautral
553,"и вступ я решал, разумеется, полностью (по-моему, опции делать это только на избранный департамент тогда не было... или меня это не интересовало). зато моя анкета заинтересовала г.и.г. и он ""взял"" меня в клубную гамму, чем изрядно поменял мою жизнь.",209055527,1537077994,5680,negative
554,"а что быть умным — это круто, я придумал сам, ""побывав"" в 8м классе 2 раза... после чего анатомию человека сдал экстерном в сентябре, в годовом табеле исчезли тройки, да и четвёрки только две осталось (русский и пение, ога. но тут и маменькина заслуга: к двойкам она с пониманием относилась, хотя и с разборками, а вот за тройки чморила сурово. в школу ""на вызовы"" же не ходила принципиально класса после 3го). поведение с ""уд"" на ""хор"" сменилось только в 9м классе: после калоши я внезапно легко стал общаться с учителями (и по сю пору с нежностью всех вспоминаю), и меня из ""г"" класса даже перекинули в ""а"" — была тогда такая цветовая дифференциация штанов (и нагрузили периодическим проведением уроков биологии и географии для нашей и младшей параллели). и только вернувшись из школы, с удивлением осознал, что моя новая ""классуха"" — бывшая летнешкольница (лет на 8-10 марго старше нас была), а новая биологиня — вообще родня исаку... а под новый год 90/91 наша компания друзей по клш при моём активном участии (но с подачи вовки лунина при поддержке г.и.г. и благодаря кате ермаковой, которую ""одну не отпускала мама"") осуществила массированный десант сибиряков в зпш, но это уже другая история.",209055527,1537078478,5680,negative
555,"[id209055527|олег], а в том самом десанте на зпш коллега катанаев участвовал?",308071,1537087662,5680,neautral
556,в том самом нет. мы с камрадом отметились как преподы уже в 94,209055527,1537091179,5680,neautral
557,"активная подготовка к 43 сезону, слава богу, закончилась, а началась, насколько я могу судить, подготовка к 44.",2485575,1536561524,5677,neautral
558,"плохо подготовились, давай по новой.",142966779,1536564681,5677,negative
559,"вейт, а что случилось с полной версией? )",1097762,1536513934,5670,positive
560,полная версия данного видео будет доступна при оформлении платной подписки клш pro.,50218215,1536525551,5670,negative
561,к оплате временно принимаются только шейкили!,-49558,1536528109,5670,neautral
562,ахах,295049923,1536557030,5670,neautral
563,отлично😘,-150723193,1536260797,5661,positive
564,там есть такое ),1097762,1534805649,5652,neautral
565,наконец-то все увидят нашу удивительную конструкцию для перегонки с паром:d,83301008,1534636806,5650,positive
566,самая модная дверь в клш 🌝,179102871,1534260665,5645,positive
567,не стесняйтесь отмечать себя и друзей!,232564992,1533974133,5640,neautral
568,"он у вас там всю школу то с мячом носится, то спит",18238544,1533824316,5629,neautral
569,особенно мило выглядят кроссовочки)),17656236,1533829777,5629,positive
570,... то спит с мячом ),1097762,1534686901,5629,positive
571,не смогла найти нашу совместную фотку... эхх😔,313170144,1533802353,5615,neautral
572,а музыка с побудок и лужайки будет?,180647941,1533612905,5607,neautral
573,где и во сколько встречаемся для похода на столбы?),198677083,1533626629,5607,negative
574,"будет много материалов с сезона, в том числе плейлисты муз лужаек и побудок, материалы учебных занятий, вк и киноклуба, задачи дня, задачи фмт",4470242,1533647785,5607,neautral
575,почему то затерялась замечательная работа семена дегтерева,36484707,1533692663,5605,neautral
576,"и его же потрясающий фильм ""звёздные войны""",36484707,1533693075,5605,negative
577,я же не одна тут вижу сашко и григоряна?,322598155,1533551397,5597,negative
578,"это я, а не сашко!",208583620,1533558636,5597,neautral
579,"блин, опять перепутала!!!1!1!!1",322598155,1533559189,5597,neautral
580,"кажется, даню тихомирова снова забыли",167290782,1533616562,5597,neautral
581,"а можно узнать, кто есть кто в реальности?",176438353,1533750064,5597,neautral
582,"[id167290782|maria], это рита",449448630,1533786777,5597,neautral
583,а вот боря демешев,449448630,1533786821,5597,negative
584,"[id449448630|gilbert], ну да, рита",167290782,1533786856,5597,neautral
585,"[id167290782|maria], они двойники",449448630,1533786920,5597,neautral
586,так вот какое это было слово!!!,17656236,1531460112,5592,neautral
587,"возьмите меня в команду😏, пж",208546162,1525780450,5576,positive
588,"друзья, очень вас ждём! круто, если соберётся сборная клш😄",14803922,1526579871,5576,positive
589,"а если тебя зачислят в резерв, то вообще есть шансы попасть в основную группу?
если есть, то каким образом идёт зачисление?",441848693,1523439999,5520,neautral
590,"[id441848693|евгений], шанс есть, я сам в том году по резерву прошел) просто пишешь ещё одно собеседование, и если хорошо напишешь - пройдешь😊",139672350,1523933019,5520,neautral
591,ну же,441848693,1524728305,5520,neautral
592,ну че там?,139672350,1524800481,5520,neautral
593,"эмм, уже не смешно",313170144,1524826980,5520,neautral
594,"мы же ждем, напишите пожалуйста сразу о дополнительных испытаниях для тех, кто не попал в основной список",81902776,1524845790,5520,neautral
595,шо за прекол,176460053,1524884098,5520,positive
596,"нет, ну серьёзно. мы же ждём. может хотя бы перенесёте дату оглашения результатов, потому что мы каждый день сюда заходим, в надежде увидеть списки, а в итоге ничего.",319803709,1524922164,5520,negative
597,"по сути, всё правильно, уже 28, завтра 29, все эти даты после 26 апреля.",441848693,1524931449,5520,neautral
598,таким образом они могут и в июне выставить...,319803709,1524934751,5520,negative
599,"[id319803709|анастасия], когда вступительные отправляла и спросила, они ответили, что в конце апреля- начале мая результаты",157067539,1524935383,5520,neautral
600,"[id157067539|анастасія], ок, спасибо. будем надеяться, что это произойдёт как можно скорее...",319803709,1524935654,5520,positive
601,ожидания становятся невыносимыми,362725272,1524973440,5520,neautral
602,"ребят
на сайте вроде написано 5 мая.
давайте будем немного терпеливее))",330294480,1525006007,5520,neautral
603,уже завтра,441848693,1525436545,5520,positive
604,"алло, кому-нибудь уже пришло письмо?",235225843,1525517488,5520,neautral
605,"[id235225843|даша], нет",157067539,1525518160,5520,neautral
606,мб вы просто,208546162,1525523782,5520,negative
607,не поступили?,208546162,1525523790,5520,neautral
608,"[id208546162|тимофей], письма на эл.почту в любом случае приходят",345237201,1525524144,5520,neautral
609,"даже на сайте ничего нет. они, может, ещё не проверили...",319803709,1525524191,5520,negative
610,"[id345237201|ника], о, ну тогда остаётся только ждать , сейчас все еще 5 мая",208546162,1525524239,5520,negative
611,"[id208546162|тимофей], тебе пришло?",157067539,1525524472,5520,negative
612,"[id157067539|анастасія], нет",208546162,1525524661,5520,neautral
613,мне до сих пор ничего не пришло,375917464,1525576543,5520,negative
614,"саша, мне кажется, что никому не пришло. хотя, не знаю",167290782,1525580821,5520,negative
615,"пришло письмо! боже мой, руки от счастья трясутся.",159016734,1525616726,5520,neautral
616,"письмо получено. осталось узнать, какое направление",280582169,1525619087,5520,positive
617,"ахах,  пошла сова письма разносить",187049075,1525620177,5520,negative
618,ураааааа!,139672350,1525620219,5520,neautral
619,проверяйте скорее почту!,139672350,1525620230,5520,neautral
620,я поступил 🌚,179102871,1525621885,5520,negative
621,еееееееее🎉,375917464,1525622332,5520,neautral
622,я с вами) ура ❤❤❤,251809684,1525622826,5520,negative
623,няяяяяя🤗❤️,332762614,1525624372,5520,neautral
624,а где можно общий список посмотреть?),313170144,1525663020,5520,neautral
625,"а если не поступил, то письмо не придёт?",224166866,1525683728,5520,negative
626,"[id224166866|александр], скорее всего. но я бы в список общий заглянула)",313170144,1525696755,5520,neautral
627,"[id313170144|полина], а где он?",456396689,1525704924,5520,negative
628,"[id456396689|анна], сама не могу найти. нашла только резервный. меня там нет, приглашение вчера пришло, хочу увидеть своими глазами, что я в основном составе",313170144,1525705396,5520,neautral
629,"[id313170144|полина], а можно ссылку?",165056085,1525763552,5520,neautral
630,"[id165056085|виктория], klsh.ru",313170144,1525771901,5520,neautral
631,"письмо в любом случае,я думаю,должно прийти.на сайте написано,если не пришло письмо,связаться по электронке klsh@klsh.ru",332762614,1525796403,5520,negative
632,"спасибо, я вроде уже разобралась))",224166866,1525796471,5520,positive
633,чего учителя русского языка не знают о громких заголовках?,7094449,1525281126,5518,neautral
634,а результататы олимпиады клш не будут учитываться при составлении итогового рейтинга?,81902776,1519981700,5499,neautral
635,"в форме регистрации на собеседование, в пункте выбора приоритета направления, цифра 5 обозначает максимальное желание или минимальное?",161419774,1519984273,5499,neautral
636,"[id161419774|anna], максимальное.",-49558,1519985689,5499,neautral
637,"[club49558|клш], когда примерно будут результаты по вступительным заданиям? прошел/ не прошел....",157067539,1519990448,5499,positive
638,так то 11 марта идёт всесибирская олимпиада по физике . что делать этим ребятам?,39227111,1519991292,5499,neautral
639,и ещё заключительная олимпиада итмо по математике,39227111,1519991512,5499,positive
640,а каким образом идёт отбор в клш?это сумарный результат по зимней олимпиаде+вступительные задания+собеседование?просто первый раз пробую попасть и не знаю как это работает.,441848693,1520005511,5499,negative
641,"[id157067539|анастасія], во второй половине апреля все получают свои результаты на эл.почту)",345237201,1520009202,5499,positive
642,добрый день) а когда состоится собеседование в летнюю школу для 2 класса?,183388936,1520060594,5499,neautral
643,"[id441848693|евгений], отбор проходит раздельно по всем зачетам, баллы будут суммироваться при выборе курсов, уже в летней школе",-49558,1520067168,5499,neautral
644,"[id183388936|елена], в клш участвуют школьники только после восьмого, девятого или десятого классов",-49558,1520067229,5499,neautral
645,"[id81902776|алина], эти рейтинги не суммируются при поступлении.",-49558,1520067298,5499,neautral
646,"скажите ,пожалуйста, а летняя смена когда обычно проходит?",240439325,1520092706,5499,neautral
647,"[id240439325|мария], обычно с 15 июля по 4 августа, скорее всего и этим летом так же",4223712,1520103610,5499,neautral
648,"[id39227111|марина], в отличии от клш, олимпиада не сможет изменить жизнь, научить чему-то, привести новых друзей.",4223712,1520320441,5499,neautral
649,"[id4223712|андрей], скажите, пожалуйста,а что нужно взять на собеседование в какой форме оно проходит?",240439325,1520351551,5499,neautral
650,"на собеседовании вам помогут ручка и несколько листов бумаги. школьники будут распределены по аудиториям, в зависимости от направления. там им будут выданы задачи по трем (иногда четырем) предметам. беседа с принимающими происходит после решения задач.",4223712,1520394114,5499,neautral
651,"[id4223712|андрей], ещё один вопрос,а сколько в целом длится это мероприятие?",240439325,1520599347,5499,neautral
652,"[id240439325|мария], столько, сколько вам нужно для качественного решения всех задач:)",83301008,1520730487,5499,negative
653,завтра отправим :) с утра,10894757,1519638174,5490,neautral
654,1 марта ещё можно присылать?,375917464,1519768211,5490,positive
655,"да, когда перестанут принимать работы?",420533503,1519807300,5490,neautral
656,"ребят,куда сдавать работы ?",441848693,1519817432,5490,positive
657,"[id375917464|sasha], 1 марта уже поздно будет",4470242,1519828781,5490,neautral
658,"[id420533503|nikita], 1 марта уже поздно будет",4470242,1519828787,5490,neautral
659,"[id441848693|evgeny], во вступительных заданиях в самом начале подробно написано, как оформлять и куда отправлять",4470242,1519828852,5490,neautral
660,"отправили вчера работы по трем направлениям, но забыли скопировать необходимые задания из направления нтн в нон. сегодня послали задания по нон заново  с задачами. засчитаете?) климкина мария",3384879,1519880029,5490,negative
661,"можно обратно школьницей стать, а:с",11795033,1513623901,5468,negative
662,слабо светятся,220553930,1513665625,5468,neautral
663,крууууто! раньше не замечал),139672350,1513680268,5468,negative
664,очень продумано. так зондерам будет легче находить школьников ночью),218116680,1513852547,5468,neautral
665,"[id218116680|алина], спасибо за подсказку, если пойду ночью гулять - обязательно его сниму😊",161419774,1513852669,5468,positive
666,"[id218116680|алина], нееее (но это не точно)",161419774,1513852727,5468,neautral
667,"жаль, что поучаствовать не смог(( 
но победителям мои поздравления))",163812972,1513558506,5458,neautral
668,"ееее, молодцы! :)",84944886,1513560263,5458,positive
669,сколько приглашений будет?,220553930,1513561922,5458,neautral
670,"[id220553930|егор], все вышеуказанные получили",251687430,1513562047,5458,positive
671,"[id251687430|александр], а, ну всё, красава",220553930,1513562646,5458,neautral
672,"отлично, спасибо. было очень весело.)
p.s
я ""бойматов"".
p.p.s
и ""юсуфджон"".",406360978,1513614230,5458,positive
673,¯\_(ツ)_/¯,-49558,1513766048,5458,neautral
674,"[club49558|клш], но....я же.....",406360978,1513766361,5458,negative
675,"макар, котичек, поздравляю! :)",17656236,1514570537,5458,neautral
676,"а если 47 место,значит ли это что зачислен?",441848693,1517249542,5458,neautral
677,"[id441848693|евгений], нет, но вы получили повышенный рейтинг, это даст дополнительные баллы к вступительным испытаниям! присылайте решения вступительных заданий и приходите на собеседование 😉",-49558,1519307103,5458,negative
678,"[club49558|клш], надо быстрее садиться решать задачи,а то не успею",441848693,1519312567,5458,neautral
679,спасибо,328293631,1513134470,5452,positive
680,"а где и когда можно ознакомиться с результатами? хотя,зачем это человеку, что, скорей всего, болтается в конце списка🌝",280582169,1513511602,5452,negative
681,"[id280582169|lyudmila], будут чуть позже",-49558,1513516394,5452,positive
682,почему такой снимок?😳,17656236,1512382170,5448,negative
683,"никита, спасибо. обожаю тебя и зимние письма❤",152984095,1511093706,5439,positive
684,"всем доброго времени суток. был студентом клш в 2007 году (32 сезон). меня интересуют правила ""интеллектуального биатлона"". где можно ознакомиться?",50750597,1522330606,5433,positive
685,"ах, мечта!",319989,1508168367,5429,neautral
686,умопомрачительно! спасибо :),18204805,1504397000,5406,positive
687,"блокнот общественника возможно мой, но надо  внутри смотреть",154210442,1503575135,5391,positive
688,красные и серые кроссовки - точно никиты ниткина из омеги,136524970,1503579200,5391,neautral
689,"если не найдутся хозяева, претендую на шляпу и красные боксеры! )",1097762,1503584941,5391,neautral
690,возможно мой блокнот общественника. и сандали чёрные точно мои! гы),310275062,1503597698,5391,positive
691,а медиаторы от гитары не нашлись)),339006380,1503662154,5391,neautral
692,а когда будет раздача дисков?,156569624,1503665656,5391,neautral
693,"эта шляпа была там ещё до того, как мы заехали, а вот блокнот точника возможно мой",174733083,1503674104,5391,negative
694,"если серый квадрат при проверке окажется футболкой с длинным рукавом, то он мой:)",152604563,1503693702,5391,neautral
695,а маникюрных  ножниц не было?,3384879,1503921768,5391,neautral
696,полотенце nike мой брат забыл😒,332762614,1503940443,5391,neautral
697,а заучкам отвечать можно?:),17656236,1503210092,5379,neautral
698,"вот это да 😃😊 семь лет прошло, а я до сих пор помню этот мяч и падение в грязь 😃 
спасибо всем, было круто! 🤗 

p.s. команде альфа 2010 г. всем привет! и всем кто знает вратаря в красных грязных шортах привет:)",258817771,1503231673,5379,positive
699,нужно ),1097762,1503249453,5379,neautral
700,знаю вратаря в красных грязных шортых ),1097762,1503249706,5379,neautral
701,🙈,179855592,1503441576,5379,neautral
702,"я примерно так реагировал, когда вы с ритой на видео совершали какие-то совершенно не совместимые с жизнью кульбиты.",1097762,1503516167,5379,negative
703,рустам - пророк:) никита и так участвует во всех концертах:),52793528,1503212153,5378,neautral
704,">на полноту и непротиворечивость

кажется, у гёделя возникли вопросы.",145251185,1502851096,5372,neautral
705,"если и так, то отвечать на них всё равно не ему придётся.",1097762,1502908595,5372,neautral
706,🖤🖤🖤🔥,167290782,1502624939,5367,neautral
707,наконец-то клш услышит хит про команду мю,151796374,1502599765,5363,neautral
708,❤🔥,167290782,1502385735,5350,neautral
709,шикарные,167290782,1502385865,5350,positive
710,"[id167290782|мария], ❤️",180729831,1502386776,5350,neautral
711,"(завистливо постукивая клюкой) да-а-а, в наше время таких фоточек не было... ☝ клш-90, еслифчо",52164578,1502337858,5344,neautral
712,"пойду поплакаю (снова) по поводу того,что я поступила,но не поехала,а это был мой последний шанс попасть в клш (:
ну-с,сезон удался у вас на славу!
клш в моем сердечке, хоть я ни разу не была там🙃",87657279,1502810646,5344,negative
713,"ботай, блин!",319989,1502270693,5339,neautral
714,жизнь удалась,115682455,1502078853,5323,neautral
715,уиииии!,310275062,1502076528,5317,neautral
716,теперь все,51297494,1502083259,5317,negative
717,лайф из пэйн😣,332762614,1502035565,5311,neautral
718,"[id332762614|аня], лайф из пэйн^2",310275062,1502037594,5311,neautral
719,"я не понял, нажимая на "" завтра в десять"" выходит ссылка на календарь с восьмым числом, но сам текст про седьмое.",380628781,1502068422,5311,neautral
720,стааааас ты лучший! уху!,310275062,1502037627,5303,positive
721,"там возможность дышать 42, горячая вода 146 (отсылочки)",74573256,1501991363,5301,positive
722,а как же: повесь своё ухо внимания на гвоздь моего красноречия? или это классика?,163812972,1501998425,5301,neautral
723,"ну или: пойдём, выйдем!",163812972,1501999200,5301,neautral
724,"— лупачи! / а! / лупачи! / о! / лупачи! /непереводимый фольклор/
p.s. непереводимый_фольклор=autistic_screeching",179867156,1502001035,5301,neautral
725,*не еш - подумой,84944886,1502003725,5301,neautral
726,"спасибо филнапу, я подсел на костюшкина.",51297494,1502018502,5301,positive
727,спасибо всем за сезон :）,127400925,1501931957,5291,positive
728,залил слезами всё на свечке((((,310275062,1501932847,5291,positive
729,приезжайте на нтн-43!,7094449,1501943552,5291,positive
730,"[id7094449|nikita], вот тут более полная картина нтн:))",52793528,1501955605,5291,neautral
731,как это в следующем году? а как же столбы?,161419774,1501995995,5291,negative
732,"не могу сказать, что меня пугает перспектива вожатства с соней, но как-то это всё неожиданно :)",1097762,1503249941,5291,neautral
733,"[id1097762|ivan], если посмотреть на второе фото, у тебя ещё много опций)",7094449,1503249994,5291,neautral
734,ты б ещё взгляд в будущее сюда положил ),1097762,1503250546,5291,positive
735,всем хорошего сезона!,93790230,1500061146,5289,positive
736,ваня круууут,130722839,1494768979,5276,neautral
737,❤️💛💚💙💜❤️💛💚💙💜❤️💛💚💙💜,264600444,1494770664,5276,neautral
738,аве 😢,377866785,1494771585,5276,neautral
739,несчетное количество — это действительно очень много.,1097762,1494815657,5276,neautral
740,"хорошая затравочка на сезон, прямо сам хочу на такие занятия",176438353,1493970149,5263,positive
741,"[id176438353|никита], ты не школьник",75980512,1493971269,5263,negative
742,как будто зондеров кто-то на пары не пускает. они сами на них чет не ходят дня этак с третьего...,2485575,1493975309,5263,negative
743,"если можно ходить, то это же ваще тема",176438353,1493979587,5263,negative
744,"да все вы так говорите сначала, хехехехе.",2485575,1493979912,5263,neautral
745,"посмотрим еще, чего сказали, и что на деле",176438353,1493980668,5263,negative
746,гуманитариев захватили шарифуллины) урра! ❤,163406594,1494035631,5263,neautral
747,"нон все больше походит на ндн (для души), нраица",184721724,1494060820,5263,positive
748,"[id377866785|stas], я ж любяя🖤",163406594,1494127997,5263,neautral
749,отличный художественный фильм про нашего героя:,-49558,1493181034,5256,positive
750,"а ""трактат"" кто-то вон напел даже.",2485575,1493190438,5256,negative
751,немного красивых опытов с лазерной указкой:,-49558,1492329616,5252,positive
752,"и ещё — эксперимент юнга, современная интерпретация (внимание, много английского!)",-49558,1492329640,5252,positive
753,"виноват, я плохо читаю(((",979686,1491596035,5239,neautral
754,"как-то кулуарно у вас собеседование прошло, не то что в москве",52251395,1489930718,5220,neautral
755,"[id579285|лидия], это во многом зависит от количества желающих, поэтому спрогнозировать сложно.",-49558,1489882038,5216,neautral
756,"добрый день, а где пройдёт собеседование в москве?",112068403,1488274380,5185,neautral
757,"[id112068403|роман], пока информация уточняется!",1317792,1488349274,5185,positive
758,"товарищи, насколько высока вероятность стать участником клш, пройдя только собеседование?)",173487110,1488377472,5185,neautral
759,"а если ты отправил задания, тебе надо идти на собеседование",375917464,1488387518,5185,neautral
760,и когда будут известны результаты,375917464,1488387598,5185,neautral
761,"[id375917464|саша], собеседование и вступительные задания - это два альтернативных способа попасть в клш; если вы не вполне уверены в том, что выполнили вступительные задания на сто из ста, есть смысл сходить на собеседование. в расчёт будет приниматься высший балл. результаты зачисления будут известны в концы апреля и разосланы всем участникам отборочных испытаний электронной почтой.",-49558,1488397003,5185,neautral
762,"[id375917464|sasha], собеседование и задание оба учитываются в отборе. возможно, берётся лучший результат из двух.",7094449,1488463639,5185,neautral
763,а что из себя представляет собеседование?,375917464,1488464210,5185,positive
764,"[id375917464|саша], вам будет предложен набор задач для решения по интересующему направлению; по готовности решения обсуждаются с сотрудниками клш.",-49558,1488472674,5185,positive
765,собеседование в случае неудачного прохождения ухудшает балл по заочному заданию?,3384879,1488547369,5185,neautral
766,"почитала внимательно предыдущие ответы, что в зачет принимается высший балл)",3384879,1488547444,5185,neautral
767,"добрый день. подскажите, пожалуйста, в какие сроки планируется клш?",26276154,1488597890,5185,neautral
768,"[id26276154|елена], сезон пройдёт с 16 июля по 5 августа",-49558,1488649356,5185,positive
769,спасибо,26276154,1488649672,5185,positive
770,"а можно ли прийти на собеседованик, если не проходил вступительные задания, т.к. узнал о кшл пару дней назад?",201796316,1489645950,5185,neautral
771,"[id201796316|sofia], можно, приходи )",377866785,1489651513,5185,positive
772,"[id201796316|sofia], собеседование во многом делается для тех, кто слишком поздно узнал о клш и/или не имел возможности написать вступительное задание",377866785,1489651787,5185,neautral
773,"[id377866785|stas], спасибо. нужно ли что-то иметь при себе на собеседование? какие-либо документы, или же канцелярию?",201796316,1489651887,5185,neautral
774,"[id201796316|sofia], ручку и бумагу )",377866785,1489676466,5185,neautral
775,"спасибо, что напомнили! уже сажусь писать ответы на ваши коварные вопросы☝",152984095,1487439410,5175,positive
776,а когда будет известна дата собеседования?,88365103,1487516451,5175,neautral
777,"[id88365103|екатерина], она известна! 19.03, выше объявление ;)",580818,1489340362,5175,neautral
778,браво!,10578982,1486146017,5171,neautral
779,только я цепелева😁 а не чепелева😅,145138904,1481731552,5144,neautral
780,"[id145138904|юлия], старинная летнешкольная мудрость: 'как зондера бегунок подпишут, так сами же потом и прочитают'🙈приносим извинения, в базах у себя всё исправили!",-49558,1481786302,5144,negative
781,"хэй 👀 исправьте фамилию, пожалуйста :) я шубкина, а не шубина :))",282056235,1481813846,5144,neautral
782,"[id282056235|anna], 🙈👾👌",-49558,1482043738,5144,neautral
783,"то чувство, когда хочешь, но не можешь...",163406594,1481042944,5137,neautral
784,"[id163406594|николь], очень жаль, мы были бы очень рады встрече(",1317792,1481127821,5137,neautral
785,"[id1317792|диана], я тоже.. но увы..😢😭",163406594,1481127871,5137,positive
786,где можно узнать результаты?,173284181,1481643970,5137,negative
787,"[id173284181|евгений], скоро-скоро опубликуем в группе!",-49558,1481665094,5137,neautral
788,зеленогорск?! ничего себе,52793528,1474811797,5100,neautral
789,а почему же у детей гамоты без подписи и печати ? я мама участника этого биатлона. парни заняли первое место..,45890521,1474817210,5100,negative
790,"[id52793528|лиза], да, приехало 2 команды - по одном в каждом зачёте, и обе взяли по призовому месту🔥🔥🔥",-49558,1474853755,5100,neautral
791,"[id45890521|татьяна], ого! я была уверена, что расписалась везде, где только возможно! приношу свои извинения(",1317792,1474853896,5100,neautral
792,а во сколько будет биатлон?),83301008,1474879534,5100,neautral
793,"[id83301008|галина], в 10 регистрация, в 10:45 старт))",-49558,1474883310,5100,neautral
794,чего то фот не густо 😕,5108340,1474909097,5100,neautral
795,"[id5108340|алексей], фотографии размещены в альбоме https://vk.com/album-49558_236243658",-49558,1474960565,5100,neautral
796,"простите за недопонимание, зачем отдельно материалы и на дисках, и через сеть?",371417452,1472994677,5084,neautral
797,"по приколу. диски - память, сеть - для тех, кому память не дошла :p",176438353,1472998278,5084,neautral
798,"[id371417452|сергей], в дополнение к никите: на диски, к сожалению, вошло далеко не всё, что достойно документирования и сохранения😉",-49558,1473029049,5084,neautral
799,"а как можно получить диски тому, кто живет не в красноярске?",157378806,1473236015,5084,negative
800,"[id157378806|анастасия], свяжись с вожатыми, они отправят!",1317792,1473255804,5084,neautral
801,давайте выкладывать таки,8859861,1470967628,5053,neautral
802,тру),1443643,1470916420,5047,neautral
803,как круто жеж!,791387,1470916872,5047,positive
804,артём абанов и его бригада 😂😂😂,1317792,1467652333,4920,negative
805,"нет, ну я бы попросил!",1097762,1468174486,4920,neautral
806,"кстати, что необычного есть на этой фото?",4223712,1466706372,4907,neautral
807,"андрей, я знаю, чего нет.  вредных уборщиц нет
палатки ещё",197960654,1466743573,4907,neautral
808,"андрей, что из окна торчит?!",176438353,1466779847,4907,negative
809,"[id4223712|андрей], карандаш внизу?)",216786501,1466790926,4907,neautral
810,новая беседка,294138644,1466860211,4907,neautral
811,и вот появился победитель=),4223712,1466957283,4907,negative
812,"андрей, я поступлю за это в клш?",294138644,1468413617,4907,neautral
813,ламзина здесь не хватает,80681663,1466409755,4895,neautral
814,мусорки справа на углу,294138644,1466413975,4895,neautral
815,"садовского в шляпке
*ой манит начинаете, ой уже охота в клш*",176438353,1466414046,4895,neautral
816,меня)),37297343,1466414448,4895,positive
817,"не кого, а чего: всегда креативного расписания дня)",43215072,1466417465,4895,negative
